0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.12E-27,0.8262174707,0.5224842705
7.99E-27,0.8262174707,0.5224842705
8.14E-27,0.8262174707,0.5224842705
-2.74E-13,0.8262174707,0.5224842705
0,0.8262174707,0.5224842705
0,0,0
16.5100309088,188.4617284607,4.7023584343
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,11.127958442,998.8057157939
0,0,1.12E-29
0,0,1.21E-29
0,0,1.21E-29
0,0,1.21E-29
0,0,1.21E-29
0,0,1.21E-29
0,0,1.21E-29
0,0,0
0,0,1.27E-29
-1000,-1000,0
1000,1000,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1000,40.5865040731,8.77E-14
0,0,0
0,0,0
0,0,0
0,0,0
-1000,-488.3968846332,-1000
710.3626257102,1000,1000
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.066
0,0,0
0,0,0
1000,1000,1000
-1.75E-29,0,0
-1000,-1000,-1000
0,0,0
0,0,0
0,0,0
0,0,0
10,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-1000,1000,-1000
0,0,0
-1000,-1000,-1000
0,0,0
0.3215146385,0.2637214547,0.1667724501
0,0,0
1000,1000,1000
-730.3589249988,-106.8433849468,-304.9884495325
1.23E-13,1.23E-13,0
0,0,0
0,0,0
0,0,0
0,0.37,0
0,0,0
0,0,0
0,0,0
0,991.463630715,0.2891211484
1000,1000,1000
0,0,0
0,0,0
-1000,0,-27.2717545876
0,0,0
0,0,0
1000,1000,1000
-683.5592613666,-1000,-1000
1000,-1000,204.8927342171
-1000,-1000,-1000
-1000,-1000,-1000
1000,1000,1000
-1000,-1000,-1000
0,0,0
0,0,0
-4.88E-15,0,0
0,0,0
0,0,0
45,1.85,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,9.12E-30
698.6754489142,1000,-0.4
-1000,-1000,-1000
1000,1000,1000
0,0,0
0,0,0
23.7482932472,4.2392876914,-989.8016182995
0,0,0
-1000,-1000,-1000
