0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.4002240613,0,-4.76E-13
1.4002240613,0,-4.76E-13
2.24E-13,3.90E-13,-4.76E-13
2.24E-13,3.90E-13,-3.29E-13
1.4002240613,0,-4.76E-13
0,0,0
8.4013443678,8.2956362898,4.2175639768
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,-3.69E-29,0
0,0,0
0,0,5.2286214058
0,0,0
0,0,0
0,0.000204529,2.33E-30
0,0.000204529,1.09E-29
0,0.000204529,1.09E-29
0,0.000204529,1.09E-29
0,0.000204529,1.09E-29
0,0.000204529,1.09E-29
0,0.000204529,1.09E-29
0,0,0
0,0.000204529,6.91E-29
-1000,-1000,-1000
1000,1000,1000
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-1000,-1.09E-12,1000
0,0,0
0,0,0
0,0,0
0,0,0
1000,-1000,-1000
-1000,1000,1000
0,-1.88E-25,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.066
0,0,0
0,0,0
1000,1000,1000
0,0,0
-1000,-1000,-1000
0,0,0
0,0,0
0,0,0
0,0,0
20,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-1000,-1000,-1000
0,0,0
1000,-1000,-711.3279748253
0,0,0
0.3128575679,0.2647895194,0.1346209862
0,0,0
828.6241465563,844.6237622123,632.8184391884
2.27E-13,-353.1191675864,-614.6514996239
0,-1000,1.59E-13
0,0,0
0,1000,0
0,0,0
0,0.37,0
0,0,0
0,0,0
0,0,0
0,0,0
1000,1000,1000
0,0,0
0,0,0
0,-176.6532392088,0
0,0,0
0,0,0
1000,-1000,1000
513.3929828863,-1000,-608.8129347667
-1000,-1000,1000
-1000,-1000,-1000
-1000,-1000,-1000
1000,1000,1000
-1000,-1000,-1000
0,0,0
0,0,0
4.44E-15,-5.55E-17,1.11E-16
0,0,0
0,0,0
75,1.85,3
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-4.14E-26,4.49E-26,0
-0.5,662.2638106131,414.4310705107
-1000,-1000,-1000
1000,-1000,1000
0,0,0
