0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.007278728,0.8284645259,0
1.007278728,0.8284645259,0
1.007278728,0.8284645259,0
1.007278728,0.8284645259,-2.92E-28
1.007278728,0.8284645259,0
0,0,0
9.0655085516,7.4561807331,5.2248427048
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
113.0458319727,-5.81E-25,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-1000,-1000,-326.6843791374
1000,1000,326.6843791374
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-1.07E-23,0,0
-1000,-1000,-35.1125186272
0,0,0
0,0,0
0,0,0
0,0,0
-1000,249.082566139,-1000
1000,1000,1000
0,9.21E-25,-1.59E-25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.066
0,0,0
0,0,0
1000,1000,1000
0,0,0
-1000,-1000,-1000
0,0,0
0,0,0
0,0,0
0,0,0
10,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-1000,368.6555035517,-1000
0,0,0
961.4036735697,-1000,-1000
0,0,0
0.3215146385,0.2644386953,0.1667724501
0,0,0
0,557.36242524,488.7871976627
-828.6847513148,-1000,-1000
2.41E-13,9.32E-13,0
0,0,0
0,0,0
0,0,0
0,0.37,0
0,0,0
0,0,0
0,0,0
0,1000,0
1000,1000,1000
0,0,0
0,0,0
0,0,-1000
0,0,0
0,0,0
1000,93.7820484636,1000
459.746433526,-1000,-1000
1000,-1000,-500.2486115659
-1000,-1000,-1000
-1000,-1000,-1000
1000,1000,1000
-1000,-1000,-1000
0,0,0
0,0,0
0,-2.22E-16,0
0,0,0
0,0,0
45,1.85,2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.12E-30,6.13E-26,-7.29E-29
-4,-1.18E-25,-0.4
-1000,-1000,-1000
1000,93.7820484636,1000
0,0,0
0,0,0
1000,129.7590713349,-1000
0,0,0
-995.6816842382,-1000,-1000
0,0,0
-1000,-1000,-1000
-1000,1000,-1000
0,1.1,0
