0.3540055605,1.4159262259
1.1889557166,1.2073263788
2.1429204374,0.9444921895
3.1599193912,0.7903270783
4.2565163147,0.6397607767
5.2817431463,0.4961933035
6.2330022959,0.3799176484
7.1543276247,0.3095500193
8.1733228503,0.2639076671
9.1952704044,0.2248435559
